Mod:Item:MetaData, Localized Name
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
rusticthaumaturgy:cinderfire_wort, Cinderfire Wort
rusticthaumaturgy:shimmerdew_wort, Shimmerdew Wort
rusticthaumaturgy:viscous_wort, Viscous Wort
rusticthaumaturgy:cinderfire_whiskey, Cinderfire Whiskey
rusticthaumaturgy:shimmerdew_spirits, Shimmerdew Spirits
rusticthaumaturgy:viscous_brew, Viscous Brew
rusticthaumaturgy:candle_brass, Brass Candle
rusticthaumaturgy:chain_brass, Brass Chain
rusticthaumaturgy:chandelier_brass, Brass Chandelier Ring
rusticthaumaturgy:lantern_brass, Brass Lantern
rusticthaumaturgy:chair_greatwood, Greatwood Chair
rusticthaumaturgy:chair_silverwood, Silverwood Chair
rusticthaumaturgy:table_greatwood, Greatwood Table
rusticthaumaturgy:table_silverwood, Silverwood Table
rusticthaumaturgy:sconce_aer,  Aer Crystal Sconce
rusticthaumaturgy:sconce_brass_aer,  Aer Crystal Brass Sconce
rusticthaumaturgy:sconce_terra, Terra Crystal Sconce
rusticthaumaturgy:sconce_brass_terra, Terra Crystal Brass Sconce
rusticthaumaturgy:sconce_ignis, Ignis Crystal Sconce
rusticthaumaturgy:sconce_brass_ignis, Ignis Crystal Brass Sconce
rusticthaumaturgy:sconce_aqua, Aqua Crystal Sconce
rusticthaumaturgy:sconce_brass_aqua, Aqua Crystal Brass Sconce
rusticthaumaturgy:sconce_ordo, Ordo Crystal Sconce
rusticthaumaturgy:sconce_brass_ordo, Ordo Crystal Brass Sconce
rusticthaumaturgy:sconce_perditio, Perditio Crystal Sconce
rusticthaumaturgy:sconce_brass_perditio, Perditio Crystal Brass Sconce
rusticthaumaturgy:sconce_vacuos, Vacuos Crystal Sconce
rusticthaumaturgy:sconce_brass_vacuos, Vacuos Crystal Brass Sconce
rusticthaumaturgy:sconce_lux, Lux Crystal Sconce
rusticthaumaturgy:sconce_brass_lux, Lux Crystal Brass Sconce
rusticthaumaturgy:sconce_motus, Motus Crystal Sconce
rusticthaumaturgy:sconce_brass_motus, Motus Crystal Brass Sconce
rusticthaumaturgy:sconce_gelum, Gelum Crystal Sconce
rusticthaumaturgy:sconce_brass_gelum, Gelum Crystal Brass Sconce
rusticthaumaturgy:sconce_vitreus, Vitreus Crystal Sconce
rusticthaumaturgy:sconce_brass_vitreus, Vitreus Crystal Brass Sconce
rusticthaumaturgy:sconce_metallum, Metallum Crystal Sconce
rusticthaumaturgy:sconce_brass_metallum, Metallum Crystal Brass Sconce
rusticthaumaturgy:sconce_victus, Victus Crystal Sconce
rusticthaumaturgy:sconce_brass_victus, Victus Crystal Brass Sconce
rusticthaumaturgy:sconce_mortuus, Mortuus Crystal Sconce
rusticthaumaturgy:sconce_brass_mortuus, Mortuus Crystal Brass Sconce
rusticthaumaturgy:sconce_potentia, Potentia Crystal Sconce
rusticthaumaturgy:sconce_brass_potentia, Potentia Crystal Brass Sconce
rusticthaumaturgy:sconce_permutatio, Permutatio Crystal Sconce
rusticthaumaturgy:sconce_brass_permutatio, Permutatio Crystal Brass Sconce
rusticthaumaturgy:sconce_praecantatio, Praecantatio Crystal Sconce
rusticthaumaturgy:sconce_brass_praecantatio, Praecantatio Crystal Brass Sconce
rusticthaumaturgy:sconce_auram, Auram Crystal Sconce
rusticthaumaturgy:sconce_brass_auram, Auram Crystal Brass Sconce
rusticthaumaturgy:sconce_alkimia, Alkimia Crystal Sconce
rusticthaumaturgy:sconce_brass_alkimia, Alkimia Crystal Brass Sconce
rusticthaumaturgy:sconce_vitium, Vitium Crystal Sconce
rusticthaumaturgy:sconce_brass_vitium, Vitium Crystal Brass Sconce
rusticthaumaturgy:sconce_tenebrae, Tenebrae Crystal Sconce
rusticthaumaturgy:sconce_brass_tenebrae, Tenebrae Crystal Brass Sconce
rusticthaumaturgy:sconce_alienis, Alienis Crystal Sconce
rusticthaumaturgy:sconce_brass_alienis, Alienis Crystal Brass Sconce
rusticthaumaturgy:sconce_volatus, Volatus Crystal Sconce
rusticthaumaturgy:sconce_brass_volatus, Volatus Crystal Brass Sconce
rusticthaumaturgy:sconce_herba, Herba Crystal Sconce
rusticthaumaturgy:sconce_brass_herba, Herba Crystal Brass Sconce
rusticthaumaturgy:sconce_instrumentum, Instrumentum Crystal Sconce
rusticthaumaturgy:sconce_brass_instrumentum, Instrumentum Crystal Brass Sconce
rusticthaumaturgy:sconce_fabrico, Fabrico Crystal Sconce
rusticthaumaturgy:sconce_brass_fabrico, Fabrico Crystal Brass Sconce
rusticthaumaturgy:sconce_machina, Machina Crystal Sconce
rusticthaumaturgy:sconce_brass_machina, Machina Crystal Brass Sconce
rusticthaumaturgy:sconce_vinculum, Vinculum Crystal Sconce
rusticthaumaturgy:sconce_brass_vinculum, Vinculum Crystal Brass Sconce
rusticthaumaturgy:sconce_spiritus, Spiritus Crystal Sconce
rusticthaumaturgy:sconce_brass_spiritus, Spiritus Crystal Brass Sconce
rusticthaumaturgy:sconce_cognitio, Cognitio Crystal Sconce
rusticthaumaturgy:sconce_brass_cognitio, Cognitio Crystal Brass Sconce
rusticthaumaturgy:sconce_sensus, Sensus Crystal Sconce
rusticthaumaturgy:sconce_brass_sensus, Sensus Crystal Brass Sconce
rusticthaumaturgy:sconce_aversio, Aversio Crystal Sconce
rusticthaumaturgy:sconce_brass_aversio, Aversio Crystal Brass Sconce
rusticthaumaturgy:sconce_praemunio, Praemunio Crystal Sconce
rusticthaumaturgy:sconce_brass_praemunio, Praemunio Crystal Brass Sconce
rusticthaumaturgy:sconce_desiderium, Desiderium Crystal Sconce
rusticthaumaturgy:sconce_brass_desiderium, Desiderium Crystal Brass Sconce
rusticthaumaturgy:sconce_exanimis, Exanimis Crystal Sconce
rusticthaumaturgy:sconce_brass_exanimis, Exanimis Crystal Brass Sconce
rusticthaumaturgy:sconce_bestia, Bestia Crystal Sconce
rusticthaumaturgy:sconce_brass_bestia, Bestia Crystal Brass Sconce
rusticthaumaturgy:sconce_humanus, Humanus Crystal Sconce
rusticthaumaturgy:sconce_brass_humanus, Humanus Crystal Brass Sconce
rusticthaumaturgy:dust_tiny_blaze,  Tiny Pile of Blaze Dust
rusticthaumaturgy:cindermote, Cindermote
rusticthaumaturgy:shimmerpetal, Shimmerpetal
rusticthaumaturgy:viscap, Viscap
rusticthaumaturgy:cindermote_seeds, Cindermote Seeds
rusticthaumaturgy:shimmerpetal_bulb, Shimmerpetal Bulb
rusticthaumaturgy:viscap_spores, Viscap Spores
tg:terra_focus:0, Focus (Taiga)
tg:terra_focus:1, Focus (Desert)
tg:terra_focus:2, Focus (Hell)
tg:terra_focus:3, Focus (Jungle)
tg:terra_focus:4, Focus (Mushroom)
tg:terra_focus:5, Focus (Plains)
tg:terra_focus:6, Focus (Ice Plains)
tg:terra_focus:7, Focus (Forest)
tg:terra_focus:8, Focus (Swamp)
tg:terra_focus:9, Focus (Savanna)
thaumcraft:ore_amber, Amber Bearing Stone
thaumcraft:ore_cinnabar, Cinnabar Ore
thaumcraft:ore_quartz, Quartz Ore
thaumcraft:crystal_aer, Air Crystal
thaumcraft:crystal_ignis, Fire Crystal
thaumcraft:crystal_aqua, Water Crystal
thaumcraft:crystal_terra, Earth Crystal
thaumcraft:crystal_ordo, Order Crystal
thaumcraft:crystal_perditio, Entropy Crystal
thaumcraft:crystal_vitium, Flux Crystal
thaumcraft:stone_arcane, Arcane Stone
thaumcraft:stone_arcane_brick, Arcane Stone Brick
thaumcraft:stone_ancient, Ancient Stone
thaumcraft:stone_ancient_tile, Ancient Stone Tile
thaumcraft:stone_ancient_rock, Ancient Rock
thaumcraft:stone_ancient_glyphed, Glyphed Stone
thaumcraft:stone_ancient_doorway, Ancient Barrier
thaumcraft:stone_eldritch_tile, Eldritch Stone
thaumcraft:stone_porous, Porous Stone
thaumcraft:stairs_arcane, Arcane Stone Stairs
thaumcraft:stairs_arcane_brick, Arcane Brick Stairs
thaumcraft:stairs_ancient, Ancient Stone Stairs
thaumcraft:slab_arcane_stone:0, Arcane Stone Slab
thaumcraft:slab_arcane_brick:0, Arcane Brick Slab
thaumcraft:slab_ancient:0, Ancient Stone Slab
thaumcraft:slab_eldritch:0, Eldritch Stone Slab
thaumcraft:sapling_greatwood, Greatwood Sapling
thaumcraft:sapling_silverwood, Silverwood Sapling
thaumcraft:log_greatwood, Greatwood Log
thaumcraft:log_silverwood, Silverwood Log
thaumcraft:leaves_greatwood, Greatwood Leaves
thaumcraft:leaves_silverwood, Silverwood Leaves
thaumcraft:shimmerleaf, Shimmerleaf
thaumcraft:cinderpearl, Cinderpearl
thaumcraft:vishroom, Vishroom
thaumcraft:plank_greatwood, Greatwood Planks
thaumcraft:plank_silverwood, Silverwood Planks
thaumcraft:stairs_greatwood, Greatwood Stairs
thaumcraft:stairs_silverwood, Silverwood Stairs
thaumcraft:slab_greatwood:0, Greatwood Slab
thaumcraft:slab_silverwood:0, Silverwood Slab
thaumcraft:amber_block, Amber Block
thaumcraft:amber_brick, Amber Bricks
thaumcraft:flesh_block, Block of Flesh
thaumcraft:loot_crate_common, Common Crate
thaumcraft:loot_crate_uncommon, Uncommon Crate
thaumcraft:loot_crate_rare, Rare Crate
thaumcraft:loot_urn_common, Common Urn
thaumcraft:loot_urn_uncommon, Uncommon Urn
thaumcraft:loot_urn_rare, Rare Urn
thaumcraft:taint_fibre, Fibrous Taint
thaumcraft:taint_crust, Crusted Taint
thaumcraft:taint_soil, Tainted Soil
thaumcraft:taint_rock, Tainted Rock
thaumcraft:taint_geyser, Taint Geyser
thaumcraft:taint_feature, Swollen Taint
thaumcraft:taint_log, Taintwood Log
thaumcraft:grass_ambient, Ambient Grass Block
thaumcraft:table_wood, Wood Table
thaumcraft:table_stone, Stone Table
thaumcraft:pedestal_arcane, Arcane Pedestal
thaumcraft:pedestal_ancient, Ancient Pedestal
thaumcraft:pedestal_eldritch, Eldritch Pedestal
thaumcraft:metal_brass, Brass Block
thaumcraft:metal_thaumium, Thaumium Block
thaumcraft:metal_void, Void Metal Block
thaumcraft:metal_alchemical, Alchemical Construct
thaumcraft:metal_alchemical_advanced, Advanced Alchemical Construct
thaumcraft:paving_stone_travel, Paving Stone of Travel
thaumcraft:paving_stone_barrier, Barrier Stone
thaumcraft:pillar_arcane, Infusion Pillar
thaumcraft:pillar_ancient, Ancient Infusion Pillar
thaumcraft:pillar_eldritch, Eldritch Infusion Pillar
thaumcraft:matrix_speed, Infusion Speed Stone
thaumcraft:matrix_cost, Infusion Cost Stone
thaumcraft:candle_white, White Tallow Candle
thaumcraft:candle_orange, Orange Tallow Candle
thaumcraft:candle_magenta, Magenta Tallow Candle
thaumcraft:candle_lightblue, Light Blue Tallow Candle
thaumcraft:candle_yellow, Yellow Tallow Candle
thaumcraft:candle_lime, Lime Tallow Candle
thaumcraft:candle_pink, Pink Tallow Candle
thaumcraft:candle_gray, Gray Tallow Candle
thaumcraft:candle_silver, Light Gray Tallow Candle
thaumcraft:candle_cyan, Cyan Tallow Candle
thaumcraft:candle_purple, Purple Tallow Candle
thaumcraft:candle_blue, Blue Tallow Candle
thaumcraft:candle_brown, Brown Tallow Candle
thaumcraft:candle_green, Green Tallow Candle
thaumcraft:candle_red, Red Tallow Candle
thaumcraft:candle_black, Black Tallow Candle
thaumcraft:banner_white, White Banner
thaumcraft:banner_orange, Orange Banner
thaumcraft:banner_magenta, Magenta Banner
thaumcraft:banner_lightblue, Light Blue Banner
thaumcraft:banner_yellow, Yellow Banner
thaumcraft:banner_lime, Lime Banner
thaumcraft:banner_pink, Pink Banner
thaumcraft:banner_gray, Gray Banner
thaumcraft:banner_silver, Light Gray Banner
thaumcraft:banner_cyan, Cyan Banner
thaumcraft:banner_purple, Purple Banner
thaumcraft:banner_blue, Blue Banner
thaumcraft:banner_brown, Brown Banner
thaumcraft:banner_green, Green Banner
thaumcraft:banner_red, Red Banner
thaumcraft:banner_black, Black Banner
thaumcraft:banner_crimson_cult, Crimson Cult Banner
thaumcraft:nitor_white, White Nitor
thaumcraft:nitor_orange, Orange Nitor
thaumcraft:nitor_magenta, Magenta Nitor
thaumcraft:nitor_lightblue, Light Blue Nitor
thaumcraft:nitor_yellow, Yellow Nitor
thaumcraft:nitor_lime, Lime Nitor
thaumcraft:nitor_pink, Pink Nitor
thaumcraft:nitor_gray, Gray Nitor
thaumcraft:nitor_silver, Light Gray Nitor
thaumcraft:nitor_cyan, Cyan Nitor
thaumcraft:nitor_purple, Purple Nitor
thaumcraft:nitor_blue, Blue Nitor
thaumcraft:nitor_brown, Brown Nitor
thaumcraft:nitor_green, Green Nitor
thaumcraft:nitor_red, Red Nitor
thaumcraft:nitor_black, Black Nitor
thaumcraft:vis_battery, Vis Battery
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, Arcane Workbench
thaumcraft:arcane_workbench_charger, Workbench Charger
thaumcraft:dioptra, Thaumic Dioptra
thaumcraft:research_table, Research Table
thaumcraft:crucible, Crucible
thaumcraft:arcane_ear, Arcane Ear
thaumcraft:arcane_ear_toggle, Arcane Ear (Toggle)
thaumcraft:lamp_arcane, Arcane Lamp
thaumcraft:lamp_fertility, Lamp of Fertility
thaumcraft:lamp_growth, Lamp of Growth  
thaumcraft:levitator, Arcane Levitator
thaumcraft:centrifuge, Essentia Centrifuge
thaumcraft:bellows, Arcane Bellows
thaumcraft:smelter_basic, Essentia Smeltery
thaumcraft:smelter_thaumium, Thaumium Essentia Smeltery
thaumcraft:smelter_void, Void Metal Essentia Smeltery
thaumcraft:smelter_aux, Auxiliary Slurry Pump
thaumcraft:smelter_vent, Auxiliary Venting Port
thaumcraft:alembic, Arcane Alembic
thaumcraft:recharge_pedestal, Recharge Pedestal
thaumcraft:wand_workbench, Focal Manipulator
thaumcraft:hungry_chest, Hungry Chest
thaumcraft:tube, Essentia Tube
thaumcraft:tube_valve, Essentia Valve
thaumcraft:tube_restrict, Restricted Essentia Tube
thaumcraft:tube_oneway, Directional Essentia Tube
thaumcraft:tube_filter, Filtered Essentia Tube
thaumcraft:tube_buffer, Essentia Buffer
thaumcraft:jar_normal, Warded Jar
thaumcraft:jar_void, Void Jar
thaumcraft:jar_brain, Brain in a Jar
thaumcraft:infusion_matrix, Runic Matrix
thaumcraft:infernal_furnace, Infernal Furnace
thaumcraft:everfull_urn, Everfull Urn
thaumcraft:thaumatorium, Thaumatorium
thaumcraft:thaumatorium_top, Thaumatorium
thaumcraft:brain_box, Mnemonic Matrix
thaumcraft:spa, Arcane Spa
thaumcraft:golem_builder, Golem Press
thaumcraft:mirror, Magic Mirror
thaumcraft:mirror_essentia, Essentia Mirror
thaumcraft:essentia_input, Filling Essentia Transfuser
thaumcraft:essentia_output, Emptying Essentia Transfuser
thaumcraft:redstone_relay, Redstone Relay
